Manufacturer,Regulatory Class,Vehicle Type,Model Year,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Drivetrain - Front,Drivetrain - 4WD,Drivetrain - Rear,Transmission - Manual,Transmission - Automatic,Transmission - Lockup,.Transmission - CVT (Hybrid),Transmission - Other,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle  (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,7+ Gears,Average Number of Gears,Transmission - CVT (Non-Hybrid)
Nissan,All,All,2009,29.94661,23.58907,20.32888,26.83572,376.74227,437.16127,331.16303,3729.922,46.60432,174.9001,208.2097,8.4411,1.180259,0.054814,44.2461,0.666,0.233,0.101,0.033,0,0.283,0.013,0,0,0,1,0,0,0,0,0,0,0,0.013,0.987,0.003,-,0,1,1,0.086,5.3,0.671
Nissan,All,All,2010,29.35501,23.18718,19.87125,26.52646,383.2721,447.229,335.02392,3815.201,47.06596,181.9097,211.6697,8.5147,1.166447,0.054681,44.59623,0.632,0.236,0.132,0.022,0.002,0.327,0.007,0,0,0,1,0,0,0,0,0,0,0,0.007,0.993,0.002,-,0,1,1,0.069,5.2,0.642
Nissan,All,All,2011,29.76045,23.34485,20.15511,26.50983,379.88206,440.19289,334.38441,3835.445,46.93246,179.3958,211.0751,8.5888,1.195564,0.054093,45.8237,0.589,0.294,0.118,0.02,0,0.352,0.004,0,0,0.064,0.928,0,0.009,0,0.009,0,0,0,0.004,0.987,0.044,-,0,0.991,0.991,0.108,5.3,0.624
Nissan,All,All,2012,30.77093,24.07919,20.76745,27.37206,368.22365,427.14689,323.77278,3745.778,46.79135,173.6231,203.4417,8.6306,1.185464,0.053272,46.26277,0.657,0.236,0.107,0.017,0,0.285,0,0,0,0.046,0.945,0,0.009,0,0.009,0,0,0,0.001,0.99,0.032,0,0,0.991,0.991,0.084,3,0.698
Nissan,All,All,2013,34.11975,26.46235,22.82962,30.07224,334.23466,387.87959,293.76568,3718.026,47.22287,168.6537,203.2243,8.5471,1.223757,0.053815,52.31688,0.679,0.245,0.076,0.013,0,0.163,0,0,0,0.007,0.972,0,0.02,0,0.02,0,0,0,0,0.98,0.039,0,0,0.98,0.98,0.073,2.3,0.823
Nissan,All,All,2014,34.58366,26.72606,23.05445,30.37542,331.89652,384.93062,291.88834,3683.991,47.24253,165.0961,198.1239,8.7359,1.20469,0.052581,50.79522,0.695,0.229,0.076,0.022,0,0.147,0.005,0,0,0.013,0.979,0,0.008,0,0.008,0,0,0,0.009,0.983,0.026,0,0,0.992,0.992,0.064,3.7,0.826
Nissan,All,All,2015,36.52597,28.01994,24.21641,31.78618,315.597,365.6067,277.87038,3642.958,47.13806,160.2215,188.522,8.907,1.18688,0.0508,53.65347,0.698,0.241,0.061,0.018,0,0.139,0,0,0,0.028,0.952,0,0.02,0,0.02,0,0,0,0.001,0.979,0.018,0,0,0.98,0.98,0.059,3.7,0.843
Nissan,All,All,2016,36.42657,27.83745,23.96539,31.72064,318.46282,370.13385,279.31277,3661.131,47.14046,160.908,192.0148,8.8848,1.193056,0.051613,52.47571,0.666,0.264,0.07,0.013,0,0.138,0.001,0,0,0.036,0.955,0,0.01,0,0.01,0,0,0,0.001,0.989,0.03,0.005,0,0.99,0.99,0.052,3.1,0.848
Nissan,All,All,2017,34.86091,26.89626,22.96176,30.88911,329.89233,386.56809,287.13693,3814.758,48.01855,170.2907,206.3446,8.7432,1.208005,0.052806,52.37877,0.619,0.298,0.083,0.011,0,0.174,0.001,0,0,0.235,0.758,0,0.006,0,0.006,0,0,0,0.002,0.992,0.048,0.016,0,0.994,0.994,0.125,3.4,0.813
Nissan,All,All,2018,35.04109,27.12667,23.22792,31.05947,326.79449,381.88528,285.23477,3805.967,47.84823,167.5507,200.881,8.86,1.194801,0.051525,53.11723,0.605,0.315,0.08,0.006,0,0.175,0.002,0,0,0.236,0.754,0,0.01,0,0.01,0,0,0,0.002,0.988,0.05,0.011,0,0.99,0.99,0.113,3.3,0.818
Nissan,All,All,2019,34.88705,26.96549,23.08319,30.884,328.58802,384.133,286.68566,3811.204,48.14343,164.902,202.2397,8.8902,1.228887,0.051549,53.22865,0.596,0.318,0.086,0.006,0,0.184,0.001,0,0,0.366,0.623,0,0.012,0,0.012,0,0,0,0.001,0.987,0.058,0.003,0,0.988,0.988,0.093,3.4,0.809
Nissan,All,All,2020,35.99904,27.40128,23.53752,31.27411,322.75704,376.17443,282.45972,3888.486,48.20869,166.5023,210.4056,8.6217,1.26936,0.052889,55.82198,0.59,0.354,0.056,0.005,0,0.139,0,0,0,0.57,0.411,0,0.018,0,0.018,0,0,0,0,0.982,0.069,0,0,0.982,0.982,0.12,3.1,0.856
Subaru,All,All,1975,26.46941,22.52468,20.91444,24.86444,394.54505,424.92165,357.4181,2345.632,-,83,58,-,0.698795,0.024792,26.50854,1,0,0,0.913,0.087,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,-,-,0
Subaru,All,All,1976,29.72422,25.26693,23.80554,27.3165,351.7246,373.31649,325.33451,2366.223,-,88.0522,61.2479,-,0.695882,0.025901,30.01455,1,0,0,0.639,0.361,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,0,3,0
Subaru,All,All,1977,30.15984,25.69683,23.54965,28.91958,345.84026,377.37285,307.30043,2353.122,-,97,65.35,-,0.673711,0.027847,30.49187,1,0,0,0.825,0.175,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,-,-,0
Subaru,All,All,1978,29.34914,25.00394,22.97167,28.03535,355.42399,386.8678,316.99267,2400.855,-,97,67,15.5442,0.690722,0.027981,30.38355,0.801,0.199,0,0.847,0.153,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,0,4.7,0
Subaru,All,All,1979,28.92531,24.63175,22.70382,27.48424,360.79458,391.43193,323.34892,2432.104,-,97,67,17.3643,0.690722,0.027609,30.14154,0.424,0.576,0,0.889,0.111,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,0,4.1,0
Subaru,All,All,1980,27.90103,23.79922,21.51585,27.34626,373.41557,413.04428,324.98047,2411.553,-,98.7249,68.4062,17.1193,0.693472,0.028437,29.02578,0.594,0.406,0,0.856,0.144,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,0,4.2,0
Subaru,All,All,1981,30.94271,26.31207,24.69256,28.6051,337.75374,359.90593,310.67883,2410.387,-,107.2447,70.4149,16.524,0.657131,0.029271,31.91618,0.651,0.349,0,0.88,0.12,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,0,4.3,0
Subaru,All,All,1982,31.56833,26.84848,25.14353,29.2747,331.00569,353.45083,303.57275,2525.036,-,107.8805,70.7887,18.0121,0.656532,0.028107,34.03762,0.702,0.298,0,0.821,0.179,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,0,4.3,0
Subaru,All,All,1983,31.21574,26.56586,24.68483,29.2942,334.52704,360.01866,303.3706,2555.542,-,108.3292,73.104,16.406,0.675056,0.028673,34.04611,0.671,0.329,0,0.722,0,0.278,0,0,0.984,-,0.014,0.002,0,0,0,0,0,0,0,1,-,-,0,-,-,0,4.2,0
Subaru,All,All,1984,31.07617,26.44847,24.56615,29.1813,336.01184,361.75801,304.54431,2581.092,-,108.1952,73.4598,16.4111,0.679195,0.028529,34.31611,0.646,0.354,0,0.675,0,0.325,0,0,0.965,-,0.035,0,0,0,0,0,0,0,0,1,-,-,0,-,-,0,4.1,0
Subaru,All,All,1985,30.46566,25.91687,24.18444,28.4037,342.90402,367.46764,312.88182,2629.159,-,108.7081,85.6374,14.7235,0.787569,0.03257,34.22869,0.608,0.392,0,0.639,0.106,0.255,0,0,0.749,-,0.251,0,0,0,0,0,0,0,0,1,-,-,0,-,-,0,4.2,0
Subaru,All,All,1986,30.12069,25.5078,23.84595,27.81127,348.40326,372.68379,319.54672,2668.059,-,108.4305,88.4954,13.9723,0.815601,0.033118,34.12725,0.597,0.403,0,0.636,0.116,0.248,0,0,0.563,-,0.259,0.178,0,0,0,0,0,0,0,1,-,-,0,0,-,0,4.2,0
Subaru,All,All,1987,29.45935,24.84463,23.17867,27.09665,357.70307,383.41284,327.9741,2726.217,-,106.6849,89.6659,14.3549,0.841406,0.032915,34.04822,0.526,0.474,0,0.56,0.171,0.269,0,0,0.423,-,0.207,0.369,0,0,0,0,0,0,0,1,-,-,0,0.058,-,0,4.1,0
Subaru,All,All,1988,31.38576,26.32664,24.65673,28.49428,337.56679,360.42895,311.88713,2612.603,-,104.2717,89.7822,14.1627,0.863264,0.034237,34.53129,0.577,0.423,0,0.611,0.118,0.27,0,0,0.248,-,0.197,0.555,0,0,0,0,0,0,0,1,-,-,0,0.205,-,0,4.3,0
Subaru,All,All,1989,31.49872,26.27877,24.73326,28.19963,338.18175,359.31367,315.14594,2621.284,-,101.9169,87.8514,14.0266,0.865041,0.033354,34.57704,0.672,0.328,0,0.405,0.089,0.373,0,0,0.278,-,0.167,0.555,0,0,0,0,0,0,0,1,-,-,0,0.262,-,0,4,0.132
Subaru,All,All,1990,28.02188,23.42426,21.21019,26.38326,379.39303,418.99679,336.84234,3079.538,-,123.9668,116.127,11.8692,0.933421,0.037578,35.98936,0.465,0.535,0,0.352,0.04,0.585,0,0,0.02,-,0.747,0.233,0,0,0,0,0,0,0,1,-,-,0,0.749,-,0,4.2,0.023
Subaru,All,All,1991,28.21998,23.49401,21.23469,26.44149,378.26671,418.5132,336.10056,3078.693,-,123.0333,115.1073,12.208,0.931678,0.037204,36.10931,0.143,0.857,0,0.326,0.045,0.593,0,0,0.027,-,0.716,0.257,0,0,0,0,0,0,0,1,-,-,0,0.726,-,0,4.2,0.036
Subaru,All,All,1992,28.06396,23.28883,20.92593,26.33005,381.59926,424.68845,337.52315,3187.992,-,130.5541,147.2725,10.6486,1.148172,0.046338,37.05805,0.451,0.549,0,0.327,0.056,0.615,0,0,0.007,-,0.814,0.179,0,0,0,0,0,0,0,1,-,-,0,0.652,-,0,4.2,0.002
Subaru,All,All,1993,29.21104,24.13606,21.59195,27.35468,368.2042,411.58857,324.88047,3037.208,-,121.9781,116.8437,10.8742,0.95651,0.038467,36.56548,0.331,0.669,0,0.32,0.015,0.659,0,0,0,-,0.857,0.143,0,0,0,0,0,0,0,1,-,-,0,0.857,-,0,4.2,0.006
Subaru,All,All,1994,28.2172,23.19892,20.53728,26.55934,383.07816,432.72528,334.60918,3172.409,-,129.111,126.6293,10.4647,0.975522,0.039789,36.70877,0.45,0.55,0,0.357,0.013,0.63,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.41,-,0,4.3,0
Subaru,All,All,1995,28.5103,23.44574,20.56814,27.05758,379.04543,432.07591,328.44769,3193.326,-,132.1428,132.3067,11.049,1.000201,0.041554,37.39561,0.141,0.859,0,0.249,0,0.751,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,1,-,0,4.2,0
Subaru,All,All,1996,27.41567,22.48275,19.71874,25.85893,395.28077,450.68794,343.67238,3333.15,-,139.8059,141.6439,10.6503,1.011769,0.042568,37.499,0.002,0.998,0,0.281,0,0.719,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,-,0,4.3,0
Subaru,All,All,1997,28.003,22.88479,19.94418,26.43061,388.33652,445.59361,336.23887,3324.598,-,142.8338,151.7028,10.1519,1.05974,0.04562,38.03182,0.009,0.991,0,0.259,0,0.741,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,-,0,4.3,0
Subaru,All,All,1998,27.53956,22.37,19.6912,25.44037,397.2732,451.31833,349.32675,3400.795,-,146.1125,157.7433,10.4037,1.077923,0.046378,38.03915,0,1,0,0.251,0,0.749,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,-,0,4.3,0
Subaru,All,All,1999,27.44577,22.21926,19.47953,25.30387,399.96835,456.22255,351.2111,3427.01,-,146.3236,159.3628,10.3474,1.088199,0.046535,38.07603,0,1,0,0.246,0,0.754,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,-,0,4.2,0
Subaru,All,All,2000,27.95884,22.50957,19.7653,25.50626,394.80985,449.62647,348.4243,3444.989,-,148.7868,163.1397,9.7154,1.096106,0.047409,38.75583,0,1,0,0.246,0,0.754,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0,0,4.2,0
Subaru,All,All,2001,27.78304,22.27995,19.53427,25.20926,398.87879,454.944,352.52923,3674.359,-,152.4491,168.4392,9.8255,1.103694,0.045996,40.91265,0,1,0,0.193,0,0.807,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0,0,4.2,0
Subaru,All,All,2002,27.4219,21.95768,19.06738,25.02376,404.73316,466.08387,355.14241,3644.335,-,147.9017,179.5859,9.4369,1.236056,0.049495,40.02112,0,1,0,0.313,0,0.687,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0.173,-,0,1,0,0,4.3,0
Subaru,All,All,2003,27.2783,21.77975,18.81465,24.87681,408.03962,472.34471,357.24031,3670.844,-,150.2257,173.5409,9.7194,1.165771,0.047451,39.99591,0,1,0,0.227,0,0.773,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0.081,-,0,1,0,0,4.2,0
Subaru,All,All,2004,26.97968,21.51071,18.4138,24.72069,413.14302,482.62724,359.49647,3631.592,-,149.3763,184.4218,9.3724,1.248514,0.051021,39.18479,0,1,0,0.28,0,0.72,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.073,0,4.3,0
Subaru,All,All,2005,27.57433,21.87347,18.68785,25.10142,406.29121,475.54958,354.04366,3573.28,-,150.7354,190.8326,9.0029,1.269911,0.053313,39.20658,0,1,0,0.248,0,0.752,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.23,0,4.4,0
Subaru,All,All,2006,27.3154,21.6406,18.59795,24.68749,410.6633,477.84831,359.97988,3680.34,-,155.6956,196.8417,9.0343,1.260405,0.053381,39.84349,0,1,0,0.2,0,0.8,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0.027,-,0,1,0.346,0,4.4,0
Subaru,All,All,2007,27.9798,22.12756,19.05048,25.19793,401.62589,466.49736,352.68775,3595.463,-,153.1499,189.2089,9.1635,1.232704,0.05251,39.79165,0,1,0,0.218,0,0.782,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0.111,-,0,1,0.303,0,4.4,0
Subaru,All,All,2008,28.12459,22.26126,19.09285,25.44693,399.21363,465.46214,349.23668,3619.594,42.63786,157.6317,187.9344,9.2673,1.193219,0.051722,40.2782,0,1,0,0.198,0,0.802,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.098,-,0,1,0.197,0,4.4,0
Subaru,All,All,2009,28.65617,22.61805,19.51843,25.6965,392.9162,455.31321,345.84477,3543.072,43.9265,152.7404,178.6089,9.3737,1.169287,0.05032,40.06928,0,1,0,0.151,0,0.849,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.071,-,0,1,0.288,0,4.2,0
Subaru,All,All,2010,29.74624,23.4318,20.21709,26.62566,379.27096,439.57854,333.77578,3644.938,44.14015,156.2705,177.369,9.553,1.134401,0.048757,42.92882,0,1,0,0.11,0,0.547,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.046,-,0,1,1,0,4.3,0.343
Subaru,All,All,2011,30.35846,23.75675,20.53402,26.94725,374.08309,432.79396,329.79244,3718.693,44.57315,158.7982,185.2441,9.3565,1.166648,0.049996,44.39074,0,1,0,0.112,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.063,-,0,1,1,0,4.5,0.488
Subaru,All,All,2012,32.16762,25.03342,21.67566,28.34597,355.00545,409.99909,313.51902,3662.841,44.53053,150.8096,175.6769,9.5224,1.166895,0.04804,46.25606,0,1,0,0.096,0,0.292,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.042,0,0,1,1,0,4.5,0.612
Subaru,All,All,2013,34.24926,26.45236,23.04963,29.76748,335.96245,385.55931,298.54727,3629.179,44.37024,144.395,173.8332,9.4996,1.208238,0.048116,48.47347,0,0.965,0.035,0.129,0,0.165,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.055,0,0,1,1,0,4.8,0.706
Subaru,All,All,2014,35.54762,27.31929,23.92107,30.59846,325.30131,371.51347,290.4395,3632.207,44.32084,143.5966,171.5142,9.5176,1.200737,0.047289,49.81364,0,0.987,0.013,0.078,0,0.026,0.02,0,0,0.022,0.978,0,0,0,0,0,0,0,0.02,0.98,0.047,0,0,1,1,0,5.4,0.877
Subaru,All,All,2015,36.5454,28.05157,24.43224,31.58082,316.80935,363.7407,281.405,3647.524,44.71967,146.0566,177.1623,9.3296,1.225301,0.048644,51.49206,0,0.989,0.011,0.082,0,0.003,0.006,0,0,0.061,0.939,0,0,0,0,0,0,0,0.006,0.994,0.074,0,0,1,1,0,1.6,0.909
Subaru,All,All,2016,36.55077,28.06045,24.42415,31.61078,316.70914,363.8612,281.13828,3663.198,44.72788,144.993,176.7731,9.3949,1.231125,0.048307,51.7524,0,0.993,0.007,0.085,0,0.002,0.005,0,0,0.057,0.943,0,0,0,0,0,0,0,0.005,0.995,0.072,0,0,1,1,0,1.6,0.908
Subaru,All,All,2017,36.69426,28.50861,24.67287,32.29631,311.73042,360.19319,275.1708,3723.95,45.0383,147.969,180.6839,9.342,1.235355,0.048592,53.48792,0,0.992,0.008,0.08,0,0.002,0,0,0,0.173,0.827,0,0,0,0,0,0,0,0,1,0.075,0,0,1,1,0,1.5,0.918
Subaru,All,All,2018,37.01722,28.69908,24.96463,32.34967,309.66153,355.98358,274.71683,3679.809,44.98755,145.1076,177.0393,9.411,1.232459,0.04811,53.20112,0,0.995,0.005,0.079,0,0.001,0,0,0,0.361,0.639,0,0,0,0,0,0,0,0,1,0.068,0,0,1,1,0,1.4,0.92
Subaru,All,All,2019,36.66393,28.4476,24.72525,32.09238,312.28579,359.26761,276.84337,3892.996,45.86015,143.8947,185.5087,9.4262,1.296014,0.047495,55.71183,0,0.998,0.002,0.049,0,0.001,0,0,0,0.697,0.303,0,0,0,0,0.003,0,0,0,0.997,0.145,0.23,0,1,1,0,1.2,0.951
Subaru,All,All,2020,37.11206,28.34515,24.94421,31.59482,313.36297,356.03792,281.16958,3917.151,45.89471,142.1537,192.3987,9.2116,1.357058,0.049012,55.89007,0,0.995,0.005,0.063,0,0.002,0,0,0,0.982,0.018,0,0,0,0,0.005,0,0,0,0.995,0.225,0.523,0,1,1,0,1.3,0.935
Tesla,All,All,1975,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,1976,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,1977,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,1978,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,1979,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,1980,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,1981,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,1982,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,1983,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,1984,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,1985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,1986,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,1987,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,1988,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,1989,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,1990,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,1991,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,1992,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,1993,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,1994,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,1995,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,1996,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,1997,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,1998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,1999,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,2000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,2001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,2002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,2003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,2004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,2005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,2006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,2007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,2008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,2009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,2010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tesla,All,All,2012,111.6427,89.14065,87.9,90.1,0,0,0,4500,53.5,-,349,5.5,-,0.077556,200.56646,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Tesla,All,All,2013,113.54693,90.655,89.40462,91.62166,0,0,0,4500,53.5,-,346.984,5.5,-,0.077108,204.15745,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Tesla,All,All,2014,114.01515,90.16863,88.53592,91.44073,0,0,0,4562.222,53.6,-,335.7883,5.2756,-,0.073226,205.81018,0,0.124,0.876,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Tesla,All,All,2015,126.94342,97.13512,93.61229,99.97328,0,0,0,4901.756,53.6,-,396.1661,4.419,-,0.080701,239.02455,0,0.804,0.196,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
